dog,height,weight,life,Affectionate With Family,Good With Young Children,Good With Other Dogs,Shedding Level,Coat Grooming Frequency,Drooling Level,Coat Length,Openness To Strangers,Playfulness Level,Watchdog/Protective Nature,Adaptability Level,Trainability Level,Energy Level,Barking Level,Mental Stimulation Needs,popularity_rank,marking,temp,black_color,white_color,red_color,Coat Type_double,Coat Type_others,Coat Type_smooth,bmi
deutscher-wachtelhund,0.5098039215686274,0.2236842105263158,0.5652173913043478,0.75,1.0,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.29889978363946046
doberman-pinscher,0.803921568627451,0.4342105263157895,0.391304347826087,1.0,1.0,0.5,0.75,0.0,0.25,0.0,0.75,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.07614213197969544,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.4231664339384268
dogo-argentino,0.7352941176470589,0.4473684210526316,0.4782608695652174,1.0,0.5,0.5,0.75,0.0,0.5,0.0,0.75,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.4467005076142132,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.4731322324332972
dogue-de-bordeaux,0.6576470588235294,0.5526315789473685,0.0,1.0,0.5,0.5,0.75,0.0,1.0,0.0,0.5,0.5,1.0,0.75,0.75,0.5,0.5,0.75,0.350253807106599,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.6526607100010107
drentsche-patrijshond,0.4974212952113116,0.25268484977626254,0.5217391304347826,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34943660908349244
drever,0.27450980392156865,0.17105263157894737,0.7391304347826086,1.0,1.0,1.0,0.5,0.0,0.25,0.0,0.75,0.75,0.5,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.35168561739477355
dutch-shepherd,0.6470588235294118,0.28157894736842104,0.5217391304347826,1.0,0.5,0.5,0.5,0.25,0.25,0.0,0.5,0.75,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.3155101085005074
english-cocker-spaniel,0.39215686274509803,0.1368421052631579,0.5652173913043478,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.2131979695431472,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.212882868179098
english-foxhound,0.6862745098039216,0.32894736842105265,0.43478260869565216,1.0,1.0,1.0,0.5,0.0,0.25,0.0,0.75,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0.9898477157360406,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.35704667863554757
english-setter,0.7647058823529411,0.35526315789473684,0.4782608695652174,1.0,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.49238578680203043,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.3533351746996271
english-springer-spaniel,0.5294117647058824,0.23684210526315788,0.5652173913043478,1.0,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.75,0.12690355329949238,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.3087971274685817
english-toy-spaniel,0.11764705882352941,0.031578947368421054,0.391304347826087,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.25,0.5,0.6903553299492385,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.1015780024567703
entlebucher-mountain-dog,0.49019607843137253,0.27631578947368424,0.4782608695652174,1.0,0.5,1.0,0.5,0.0,0.25,0.0,0.5,0.5,1.0,0.75,0.5,1.0,0.5,0.75,0.8730964467005076,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.3900595294339979
estrela-mountain-dog,0.7941176470588235,0.5236842105263158,0.4782608695652174,1.0,1.0,0.5,0.5,0.25,0.75,1.0,0.25,0.5,1.0,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.525965200758402
eurasier,0.5882352941176471,0.2631578947368421,0.6521739130434783,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.3177737881508079
field-spaniel,0.45098039215686275,0.19736842105263158,0.5217391304347826,1.0,1.0,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.75,1.0,0.5,0.5,0.5,0.6852791878172588,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.28735288250548574
finnish-lapphund,0.5098039215686274,0.2,0.6086956521739131,1.0,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.8477157360406091,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.26326934585462414
finnish-spitz,0.4803921568627451,0.12631578947368421,0.6521739130434783,1.0,1.0,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.5,1.0,1.0,0.75,0.9644670050761421,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.16160383004189108
flat-coated-retriever,0.6764705882352942,0.3157894736842105,0.21739130434782608,1.0,1.0,1.0,0.5,0.25,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.75,0.467005076142132,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.345365208353019
french-bulldog,0.21568627450980393,0.12105263157894737,0.391304347826087,1.0,1.0,0.75,0.5,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.75,0.5,0.0,0.5,0.005076142131979695,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.2830640335128666
french-spaniel,0.6372549019607843,0.2631578947368421,0.391304347826087,1.0,1.0,1.0,0.5,0.0,0.25,0.5,1.0,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.2960719711168544
german-longhaired-pointer,0.7254901960784313,0.32894736842105265,0.5652173913043478,1.0,1.0,0.75,0.5,0.0,0.25,0.5,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.33967684021543987
german-pinscher,0.47058823529411764,0.15789473684210525,0.5652173913043478,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.75,0.75,0.5,1.0,1.0,0.5,0.75,0.7360406091370558,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.21490610898151294
german-shepherd-dog,0.7254901960784313,0.3815789473684211,0.17391304347826086,1.0,1.0,0.5,0.75,0.25,0.25,0.5,0.5,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.015228426395939087,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.4014362657091562
german-shorthaired-pointer,0.6862745098039216,0.3026315789473684,0.391304347826087,1.0,1.0,0.75,0.5,0.25,0.25,0.0,0.75,0.75,0.75,0.75,1.0,1.0,0.5,1.0,0.04060913705583756,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.3248803111909036
german-spitz,0.4974212952113116,0.25268484977626254,0.6521739130434783,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.75,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.34943660908349244
german-wirehaired-pointer,0.7254901960784313,0.2894736842105263,0.7391304347826086,1.0,0.5,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.75,1.0,1.0,0.5,0.75,0.29441624365482233,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.2933572710951526
giant-schnauzer,0.7843137254901961,0.35526315789473684,0.6086956521739131,1.0,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.3248730964467005,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.3452118830662918
glen-of-imaal-terrier,0.2647058823529412,0.1631578947368421,0.5217391304347826,1.0,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.883248730964467,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.34229870261847495
golden-retriever,0.6666666666666666,0.34210526315789475,0.391304347826087,1.0,1.0,1.0,0.75,0.25,0.25,0.5,1.0,0.75,0.5,1.0,1.0,0.5,0.0,0.75,0.01015228426395939,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.38271133351159325
gordon-setter,0.7450980392156863,0.32894736842105265,0.5217391304347826,1.0,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.75,1.0,1.0,0.5,0.75,0.5685279187817259,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.33150279860597737
grand-basset-griffon-vendeen,0.4019607843137255,0.19736842105263158,0.6521739130434783,1.0,0.5,0.75,0.5,0.25,0.25,0.5,1.0,0.75,0.5,0.75,0.5,1.0,0.75,0.75,0.9543147208121827,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.3145582679064284
great-dane,0.9607843137254902,0.8026315789473685,0.17391304347826086,1.0,0.5,0.5,0.5,0.0,0.75,0.0,0.5,0.75,1.0,0.75,0.5,0.75,0.5,0.75,0.08121827411167512,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.7072450338796549
great-pyrenees,0.9019607843137255,0.5,0.391304347826087,1.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.3147208121827411,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.44618567994401
greater-swiss-mountain-dog,0.803921568627451,0.6447368421052632,0.2608695652173913,1.0,1.0,0.5,0.5,0.25,0.5,0.0,1.0,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.39086294416243655,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.6519050468781169
greyhound,0.8823529411764706,0.32894736842105265,0.43478260869565216,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.6649746192893401,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.28217668544542807
hamiltonstovare,0.5882352941176471,0.27631578947368424,0.782608695652174,1.0,1.0,0.5,0.5,0.25,0.25,0.0,1.0,0.75,0.75,0.5,0.75,0.75,0.5,0.75,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.3357271095152603
hanoverian-scenthound,0.5294117647058824,0.4421052631578947,0.4782608695652174,0.5,0.5,1.0,0.5,0.25,0.25,0.0,0.5,0.5,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.6098743267504488
harrier,0.5294117647058824,0.25,0.6086956521739131,1.0,1.0,1.0,0.5,0.0,0.25,0.0,0.75,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0.949238578680203,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.32809694793536803
havanese,0.13725490196078433,0.02631578947368421,0.7391304347826086,1.0,1.0,1.0,0.25,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.75,0.5,0.75,0.5,0.1218274111675127,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.07719928186714542
hokkaido,0.49019607843137253,0.2631578947368421,0.6086956521739131,1.0,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,1.0,0.5,0.75,0.75,0.5,0.75,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.3697439289426439
hovawart,0.7450980392156863,0.3815789473684211,0.4782608695652174,1.0,0.75,0.75,0.5,0.25,0.25,0.5,0.75,0.75,1.0,0.75,0.75,0.5,0.0,0.75,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.3920512549723659
ibizan-hound,0.7450980392156863,0.23684210526315788,0.5217391304347826,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.5,0.75,0.5,0.75,0.5,1.0,0.5,1.0,0.9187817258883249,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.2255429999647974
icelandic-sheepdog,0.45098039215686275,0.13157894736842105,0.5652173913043478,1.0,1.0,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.75,1.0,0.75,0.75,1.0,0.6954314720812182,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.180131657690006
irish-red-and-white-setter,0.7352941176470589,0.24210526315789474,0.5652173913043478,1.0,1.0,1.0,0.25,0.25,0.25,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.7766497461928934,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.23465524290310538
irish-setter,0.803921568627451,0.34210526315789475,0.6086956521739131,1.0,1.0,1.0,0.5,0.5,0.25,0.5,1.0,1.0,0.5,0.75,0.75,1.0,0.5,0.75,0.3553299492385787,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.3230932907773123
irish-terrier,0.45098039215686275,0.11578947368421053,0.6521739130434783,1.0,1.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.6243654822335025,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.15439856373429084
irish-water-spaniel,0.6470588235294118,0.29736842105263156,0.5217391304347826,1.0,0.5,0.5,0.0,0.5,0.25,0.5,0.5,1.0,0.5,0.75,1.0,0.5,0.0,0.75,0.8324873096446701,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.33564905159628444
irish-wolfhound,1.0,0.6052631578947368,0.043478260869565216,1.0,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.4263959390862944,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5017953321364452
italian-greyhound,0.29411764705882354,0.02894736842105263,0.6956521739130435,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.36548223350253806,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.03859964093357271
jagdterrier,0.3137254901960784,0.07631578947368421,0.391304347826087,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.75,0.75,0.5,0.5,0.5,0.0,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.13044016591345262
japanese-akitainu,0.7745098039215687,0.34210526315789475,0.391304347826087,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.3345302214242968
japanese-chin,0.11764705882352941,0.021052631578947368,0.391304347826087,1.0,0.5,1.0,0.5,0.25,0.0,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.5279187817258884,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0690730416706038
japanese-spitz,0.27450980392156865,0.06578947368421052,0.4782608695652174,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.12294700445508344
japanese-terrier,0.19607843137254902,0.25268484977626254,0.6521739130434783,0.5,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.6345125978212677
jindo,0.4974212952113116,0.25268484977626254,0.6956521739130435,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.34943660908349244
kai-ken,0.4974212952113116,0.25268484977626254,0.6086956521739131,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.34943660908349244
karelian-bear-dog,0.5784313725490197,0.21842105263157896,0.4782608695652174,0.5,0.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,1.0,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2606611046573028
keeshond,0.45098039215686275,0.18421052631578946,0.6086956521739131,1.0,1.0,1.0,0.5,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.47715736040609136,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.2659086375423898
kerry-blue-terrier,0.4803921568627451,0.16578947368421051,0.6086956521739131,1.0,0.75,0.25,0.0,0.5,0.25,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.75,0.75,0.6751269035532995,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.22336325553560743
kishu-ken,0.5490196078431373,0.21052631578947367,0.6086956521739131,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.2617243946227613
komondor,0.8235294117647058,0.5,0.391304347826087,1.0,0.5,0.25,0.0,0.75,0.25,1.0,0.5,0.5,1.0,0.5,0.75,0.5,0.5,0.5,0.9390862944162437,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.4842500408030031
kromfohrlander,0.39215686274509803,0.11842105263157894,0.6521739130434783,1.0,0.75,0.5,0.25,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.180131657690006
kuvasz,0.8823529411764706,0.5394736842105263,0.391304347826087,1.0,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,1.0,0.75,1.0,0.5,0.5,0.5,0.8527918781725888,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.49514022163065685
labrador-retriever,0.6666666666666666,0.35526315789473684,0.4782608695652174,1.0,1.0,1.0,0.75,0.25,0.25,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.75,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.3991367126322625
lagotto-romagnolo,0.4974212952113116,0.25268484977626254,0.5334688770722553,1.0,0.5,1.0,0.0,0.25,0.25,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.25,0.75,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.34943660908349244
lakeland-terrier,0.3235294117647059,0.06315789473684211,0.6086956521739131,1.0,0.5,0.5,0.25,0.25,0.0,0.0,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.7157360406091371,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.10075160514864742
lancashire-heeler,0.17647058823529413,0.042105263157894736,0.6086956521739131,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.10527174800065286
lapponian-herder,0.49019607843137253,0.34210526315789475,0.4782608695652174,1.0,0.5,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.4916375318907682
leonberger,0.9117647058823529,0.7105263157894737,0.043478260869565216,1.0,1.0,0.5,0.75,0.75,0.5,1.0,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.75,0.5126903553299492,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.6493821945295174
lhasa-apso,0.1568627450980392,0.05263157894736842,0.6086956521739131,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.4213197969543147,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.14337009489612723
lowchen,0.2549019607843137,0.05263157894736842,0.6521739130434783,1.0,1.0,0.5,0.25,0.25,0.0,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.7918781725888325,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.1009529070570363
maltese,0.058823529411764705,0.010526315789473684,0.6086956521739131,1.0,0.5,0.5,0.0,0.75,0.0,1.0,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.19289340101522842,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.057899461400359065
manchester-terrier-(standard),0.35294117647058826,0.06315789473684211,0.8260869565217391,1.0,0.75,0.5,0.25,0.25,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.6192893401015228,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.09214107835756065
manchester-terrier-(toy),0.17647058823529413,0.03684210526315789,0.8260869565217391,1.0,0.75,0.5,0.25,0.25,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.6192893401015228,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.09123551493389913
mastiff,0.9215686274509803,1.0,0.13043478260869565,1.0,1.0,0.5,0.5,0.0,0.75,0.0,0.5,0.5,1.0,0.75,0.5,0.5,0.0,0.5,0.17258883248730963,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.926391382405745
miniature-american-shepherd,0.37254901960784315,0.13157894736842105,0.5217391304347826,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.75,1.0,1.0,0.5,1.0,0.14720812182741116,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.2122980251346499
miniature-bull-terrier,0.21568627450980393,0.09473684210526316,0.4782608695652174,1.0,0.5,0.5,0.25,0.0,0.25,0.0,0.5,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.5380710659898477,0.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.2187312986235787
miniature-pinscher,0.18627450980392157,0.021052631578947368,0.6521739130434783,1.0,0.5,0.75,0.5,0.0,0.0,0.0,0.5,0.75,1.0,0.75,0.5,1.0,1.0,1.0,0.38071065989847713,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.04631956912028726
miniature-schnauzer,0.2549019607843137,0.05526315789473684,0.6086956521739131,1.0,1.0,0.5,0.5,0.75,0.25,0.5,0.5,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.08629441624365482,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.10689131335450905
mountain-cur,0.4974212952113116,0.21052631578947367,0.43478260869565216,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.28496957504020093
mudi,0.4019607843137255,0.09736842105263158,0.5652173913043478,1.0,0.5,0.5,0.25,0.0,0.25,0.5,0.5,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.1394195985958895
neapolitan-mastiff,0.8627450980392157,0.7631578947368421,0.13043478260869565,0.5,0.5,0.5,0.5,0.25,1.0,0.0,0.5,0.25,1.0,0.5,0.5,0.25,0.0,0.5,0.5329949238578681,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.735424737787017
nederlandse-kooikerhondje,0.4974212952113116,0.25268484977626254,0.6086956521739131,1.0,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.75,1.0,0.75,0.5,0.75,0.7868020304568528,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.34943660908349244
newfoundland,0.8431372549019608,0.7105263157894737,0.2608695652173913,1.0,1.0,1.0,0.5,0.25,1.0,0.5,1.0,0.5,1.0,0.75,0.5,0.5,0.0,0.5,0.2233502538071066,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.6947935368043088
norfolk-terrier,0.11764705882352941,0.034210526315789476,0.6521739130434783,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.6548223350253807,1.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.10970424265331191
norrbottenspets,0.4215686274509804,0.10526315789473684,0.782608695652174,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.14656675253037754
norwegian-buhund,0.4411764705882353,0.16052631578947368,0.6086956521739131,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.8578680203045685,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.23159784560143626
norwegian-elkhound,0.5490196078431373,0.2631578947368421,0.6086956521739131,1.0,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.5025380710659898,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.33704076717607395
norwegian-lundehund,0.29411764705882354,0.10526315789473684,0.6086956521739131,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9949238578680203,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.19851243908694538
norwich-terrier,0.13725490196078433,0.03684210526315789,0.6086956521739131,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5583756345177665,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.10807899461400358
nova-scotia-duck-tolling-retriever,0.5098039215686274,0.19736842105263158,0.5652173913043478,1.0,1.0,0.75,0.5,0.25,0.25,0.5,0.5,1.0,0.5,0.75,1.0,1.0,0.25,0.75,0.4619289340101523,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.25931040832297564
old-english-sheepdog,0.6078431372549019,0.39473684210526316,0.391304347826087,1.0,1.0,0.5,0.5,0.75,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.34517766497461927,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.4842500408030031
otterhound,0.803921568627451,0.5789473684210527,0.43478260869565216,1.0,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.8984771573604061,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5804242303344638
papillon,0.11764705882352941,0.013157894736842105,0.7391304347826086,1.0,1.0,0.5,0.5,0.25,0.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.26903553299492383,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.044694321080978934
parson-russell-terrier,0.29411764705882354,0.05263157894736842,0.6521739130434783,1.0,0.5,1.0,0.25,0.25,0.0,0.0,0.5,0.75,0.5,0.75,0.75,1.0,0.5,0.75,0.5888324873096447,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.08822775070530905
